date,species,svl (mm),board number,habitat type,air temp (degrees Fahrenheit),relative humidity (percent)
2019-02-18,Plestiodon laticeps,15,42,forest,38.3,0.928
2019-02-18,Plethodon glutinosus,16,9,disturbed,38.3,0.928
2019-02-25,Eurycea cirrigera,8,22,stream,55.8,0.437
2019-03-04,Plestiodon fasciata,11,46,forest,50.9,0.815
2019-03-04,Storeria dekayi,18,47,forest,50.9,0.815
2019-03-18,Storeria occipitomaculata,24,45,forest,52.2,0.422
2019-03-18,Eurycea cirrigera,4,14,stream,52.2,0.422
2019-03-18,Pantherophis spiloides,115,47,forest,52.2,0.422
2019-03-25,Plestiodon fasciata,13,6,disturbed,50.6,0.608
2019-04-01,Anolis carolinensis,8,39,forest,70.6,0.783
2019-04-08,Sceloporus undulatus,13,4,disturbed,73.4,0.862
2019-04-08,Sceloporus undulatus,11,7,disturbed,73.4,0.862
2019-04-08,Scincella lateralis,6,44,forest,73.4,0.862
2019-04-08,Anolis carolinensis,13,3,disturbed,73.4,0.862
2019-04-08,Plestiodon fasciata,10,41,forest,73.4,0.862
2019-04-08,Storeria dekayi,19,45,forest,73.4,0.862
2019-04-15,Anaxyrus fowleri,5,14,stream,63.3,0.676
2019-04-15,Anolis carolinensis,22,4,disturbed,63.3,0.676
2019-04-15,Plestiodon fasciata,14,7,disturbed,63.3,0.676
2019-04-22,Plestiodon laticeps,10,1,disturbed,59.5,0.724
2019-04-22,Tantilla coronata,20,12,disturbed,59.5,0.724
2019-04-22,Coluber constrictor,110,25,grass,59.5,0.724
2019-04-22,Scincella lateralis,4,41,forest,59.5,0.724
2019-05-06,Scincella lateralis,8,10,disturbed,61.7,0.293
2019-05-06,Anaxyrus fowleri,6,7,disturbed,61.7,0.293
2019-05-06,Anolis carolinensis,20,5,disturbed,61.7,0.293
2019-05-13,Scincella lateralis,7,40,forest,78.5,0.878
2019-05-13,Anolis carolinensis,10,4,disturbed,78.5,0.878
2019-05-13,Plestiodon fasciata,8,3,disturbed,78.5,0.878
2019-05-13,Anolis carolinensis,13,44,forest,78.5,0.878
2019-05-27,Anolis carolinensis,11,2,disturbed,67.4,0.788
2019-05-27,Scincella lateralis,11,48,forest,67.4,0.788
2019-05-27,Agkistrodon piscivorus,96,19,stream,67.4,0.788
2019-06-03,Storeria dekayi,43,3,disturbed,84.5,0.541
2019-06-03,Anaxyrus fowleri,6,16,stream,84.5,0.541
2019-06-03,Pantherophis spiloides,181,10,disturbed,84.5,0.541
2019-06-10,Anaxyrus fowleri,6,4,disturbed,77.3,0.879
2019-06-10,Sceloporus undulatus,15,12,disturbed,77.3,0.879
2019-06-10,Anolis carolinensis,16,10,disturbed,77.3,0.879
2019-06-10,Scincella lateralis,4,41,forest,77.3,0.879
2019-06-10,Anolis carolinensis,10,1,disturbed,77.3,0.879
2019-06-10,Anolis carolinensis,12,4,disturbed,77.3,0.879
2019-06-10,Anaxyrus fowleri,6,16,stream,77.3,0.879
2019-06-17,Storeria occipitomaculata,37,42,forest,85.5,0.52
2019-06-17,Scincella lateralis,5,8,disturbed,85.5,0.52
2019-06-17,Anolis carolinensis,14,32,grass,85.5,0.52
2019-06-24,Sceloporus undulatus,14,7,disturbed,85.9,0.458
2019-06-24,Plestiodon fasciata,14,3,disturbed,85.9,0.458
2019-07-01,Scincella lateralis,7,47,forest,70.1,0.512
2019-07-01,Scincella lateralis,3,42,forest,70.1,0.512
2019-07-01,Scincella lateralis,9,36,grass,70.1,0.512
2019-07-01,Gastrophyne carolinensis,2,47,forest,70.1,0.512
2019-07-08,Scincella lateralis,3,43,forest,89.4,0.345
2019-07-15,Sceloporus undulatus,17,6,disturbed,86.4,0.793
2019-07-15,Scincella lateralis,3,3,disturbed,86.4,0.793
2019-07-22,Scincella lateralis,6,39,forest,82.7,0.983
2019-07-22,Plestiodon fasciata,6,45,forest,82.7,0.983
2019-07-22,Coluber constrictor,59,35,grass,82.7,0.983
2019-07-29,Sceloporus undulatus,18,6,disturbed,81.8,0.935
2019-07-29,Plestiodon fasciata,15,2,disturbed,81.8,0.935
2019-08-05,Agkistrodon piscivorus,70,14,stream,73.8,0.462
2019-08-05,Scincella lateralis,7,2,disturbed,73.8,0.462
2019-08-05,Anolis carolinensis,9,3,disturbed,73.8,0.462
2019-08-05,Sceloporus undulatus,17,10,disturbed,73.8,0.462
2019-08-12,Scincella lateralis,5,40,forest,82.0,0.331
2019-08-12,Anolis carolinensis,16,10,disturbed,82.0,0.331
2019-08-19,Coluber constrictor,83,32,grass,79.4,0.336
2019-08-26,Sceloporus undulatus,17,10,disturbed,86.8,0.645
2019-08-26,Agkistrodon piscivorus,97,18,stream,86.8,0.645
2019-09-02,Sceloporus undulatus,11,9,disturbed,73.7,0.595
2019-09-02,Sceloporus undulatus,15,1,disturbed,73.7,0.595
2019-09-02,Plestiodon fasciata,8,6,disturbed,73.7,0.595
2019-09-02,Storeria dekayi,29,26,grass,73.7,0.595
2019-09-09,Anolis carolinensis,20,9,disturbed,68.4,0.872
2019-09-09,Plestiodon fasciata,9,2,disturbed,68.4,0.872
2019-09-09,Sceloporus undulatus,14,7,disturbed,68.4,0.872
2019-09-09,Sceloporus undulatus,13,37,forest,68.4,0.872
2019-09-09,Anaxyrus fowleri,4,17,stream,68.4,0.872
2019-09-16,Sceloporus undulatus,10,10,disturbed,68.0,0.891
2019-09-16,Anolis carolinensis,21,1,disturbed,68.0,0.891
2019-09-16,Sceloporus undulatus,16,8,disturbed,68.0,0.891
2019-09-16,Anolis carolinensis,19,12,disturbed,68.0,0.891
2019-09-16,Sceloporus undulatus,10,8,disturbed,68.0,0.891
2019-09-16,Pantherophis spiloides,115,34,grass,68.0,0.891
2019-09-16,Scincella lateralis,14,47,forest,68.0,0.891
2019-09-23,Anolis carolinensis,21,43,forest,67.8,0.272
2019-09-30,Anolis carolinensis,18,37,forest,82.9,0.871
2019-10-14,Sceloporus undulatus,14,7,disturbed,70.3,0.709
2019-10-14,Coluber constrictor,175,34,grass,70.3,0.709
2019-10-14,Anaxyrus fowleri,8,6,disturbed,70.3,0.709
2019-10-14,Eurycea cirrigera,10,20,stream,70.3,0.709
2019-10-21,Sceloporus undulatus,17,12,disturbed,63.1,0.78
2019-10-21,Sceloporus undulatus,16,7,disturbed,63.1,0.78
2019-10-28,Scincella lateralis,4,10,disturbed,61.1,0.358
2019-10-28,Scincella lateralis,7,42,forest,61.1,0.358
2019-10-28,Coluber constrictor,59,30,grass,61.1,0.358
2019-11-04,Anolis carolinensis,17,5,disturbed,59.1,0.796
2019-11-04,Plestiodon fasciata,8,10,disturbed,59.1,0.796
2019-11-18,Anolis carolinensis,15,38,forest,50.4,0.61
2019-11-18,Scincella lateralis,6,44,forest,50.4,0.61
2019-11-18,Plethodon glutinosus,12,22,stream,50.4,0.61
2019-11-18,Plestiodon fasciata,18,8,disturbed,50.4,0.61
2019-11-25,Scincella lateralis,4,39,forest,44.4,0.78
2019-11-25,Sceloporus undulatus,17,2,disturbed,44.4,0.78
2019-12-09,Anolis carolinensis,11,24,stream,43.2,0.445
2019-12-09,Anolis carolinensis,10,7,disturbed,43.2,0.445
2019-12-23,Plethodon glutinosus,13,6,disturbed,39.0,0.339
2019-12-23,Anolis carolinensis,22,7,disturbed,39.0,0.339
2019-12-23,Anolis carolinensis,21,40,forest,39.0,0.339
2019-12-23,Eurycea cirrigera,4,24,stream,39.0,0.339
2019-12-30,Plethodon glutinosus,12,12,disturbed,49.3,0.308
2019-12-30,Eurycea cirrigera,7,23,stream,49.3,0.308
2020-01-13,Plethodon glutinosus,18,10,disturbed,54.3,0.208
2020-01-13,Plethodon glutinosus,16,4,disturbed,54.3,0.208
2020-01-13,Plethodon glutinosus,12,11,disturbed,54.3,0.208
2020-01-13,Eurycea cirrigera,5,23,stream,54.3,0.208
2020-01-13,Plethodon glutinosus,17,9,disturbed,54.3,0.208
2020-01-20,Scincella lateralis,6,39,forest,42.5,0.557
2020-01-20,Eurycea cirrigera,9,13,stream,42.5,0.557
2020-01-27,Plethodon glutinosus,11,11,disturbed,50.0,0.847
2020-01-27,Plethodon glutinosus,14,18,stream,50.0,0.847
2020-02-10,Eurycea cirrigera,6,22,stream,49.9,0.588
2020-02-10,Eurycea cirrigera,5,23,stream,49.9,0.588
2020-02-10,Eurycea cirrigera,8,14,stream,49.9,0.588
2020-02-10,Sceloporus undulatus,10,39,forest,49.9,0.588
2020-02-10,Plethodon glutinosus,14,18,stream,49.9,0.588
2020-02-10,Eurycea cirrigera,5,16,stream,49.9,0.588
2020-02-10,Plethodon glutinosus,19,6,disturbed,49.9,0.588
2020-02-24,Plestiodon laticeps,12,45,forest,56.3,0.73
2020-02-24,Plestiodon fasciata,7,45,forest,56.3,0.73
2020-03-02,Tantilla coronata,18,40,forest,53.7,0.8
2020-03-09,Scincella lateralis,5,18,stream,61.1,0.915
2020-03-09,Eurycea cirrigera,5,19,stream,61.1,0.915
2020-03-09,Scincella lateralis,6,37,forest,61.1,0.915
2020-03-16,Sceloporus undulatus,16,3,disturbed,50.6,0.496
2020-03-23,Storeria dekayi,21,12,disturbed,46.5,0.87
2020-03-23,Sceloporus undulatus,11,12,disturbed,46.5,0.87
2020-03-30,Plestiodon fasciata,8,47,forest,66.6,0.938
2020-03-30,Anaxyrus fowleri,9,6,disturbed,66.6,0.938
2020-03-30,Storeria dekayi,17,2,disturbed,66.6,0.938
2020-03-30,Plestiodon laticeps,20,2,disturbed,66.6,0.938
2020-03-30,Sceloporus undulatus,15,43,forest,66.6,0.938
2020-04-06,Sceloporus undulatus,18,41,forest,65.6,0.807
2020-04-06,Scincella lateralis,4,16,stream,65.6,0.807
2020-04-06,Plestiodon fasciata,7,12,disturbed,65.6,0.807
2020-04-06,Sceloporus undulatus,16,6,disturbed,65.6,0.807
2020-04-06,Plestiodon fasciata,17,37,forest,65.6,0.807
2020-04-13,Plestiodon laticeps,12,38,forest,51.5,0.684
2020-04-13,Plestiodon fasciata,15,9,disturbed,51.5,0.684
2020-04-20,Anolis carolinensis,20,47,forest,65.7,0.998
2020-04-20,Scincella lateralis,13,40,forest,65.7,0.998
2020-04-20,Coluber constrictor,67,10,disturbed,65.7,0.998
2020-04-20,Agkistrodon piscivorus,130,23,stream,65.7,0.998
2020-04-27,Sceloporus undulatus,12,10,disturbed,62.2,0.503
2020-05-04,Scincella lateralis,5,42,forest,77.2,0.528
2020-05-04,Anolis carolinensis,11,11,disturbed,77.2,0.528
2020-05-04,Scincella lateralis,7,16,stream,77.2,0.528
2020-05-04,Scincella lateralis,5,36,grass,77.2,0.528
2020-05-11,Scincella lateralis,8,13,stream,68.6,0.347
2020-05-11,Scincella lateralis,4,37,forest,68.6,0.347
2020-05-11,Anolis carolinensis,17,9,disturbed,68.6,0.347
2020-05-18,Anolis carolinensis,20,39,forest,63.1,0.76
2020-05-18,Coluber constrictor,70,35,grass,63.1,0.76
2020-05-18,Plestiodon fasciata,13,38,forest,63.1,0.76
2020-05-18,Plestiodon fasciata,10,7,disturbed,63.1,0.76
2020-05-18,Storeria dekayi,21,2,disturbed,63.1,0.76
2020-05-25,Plestiodon fasciata,7,43,forest,77.8,0.532
2020-05-25,Crotalus horridus,47,42,forest,77.8,0.532
2020-05-25,Anaxyrus fowleri,5,24,stream,77.8,0.532
2020-05-25,Coluber constrictor,115,5,disturbed,77.8,0.532
2020-06-01,Scincella lateralis,4,17,stream,73.2,0.499
2020-06-01,Anolis carolinensis,12,4,disturbed,73.2,0.499
2020-06-08,Plestiodon laticeps,15,39,forest,80.0,0.452
2020-06-08,Sceloporus undulatus,11,10,disturbed,80.0,0.452
2020-06-08,Plestiodon fasciata,11,10,disturbed,80.0,0.452
2020-06-15,Plestiodon fasciata,13,10,disturbed,75.1,0.722
2020-06-15,Anolis carolinensis,9,39,forest,75.1,0.722
2020-06-15,Anolis carolinensis,12,45,forest,75.1,0.722
2020-06-15,Scincella lateralis,3,13,stream,75.1,0.722
2020-06-22,Coluber constrictor,64,4,disturbed,75.3,0.72
2020-06-22,Plestiodon fasciata,9,6,disturbed,75.3,0.72
2020-06-22,Anolis carolinensis,20,46,forest,75.3,0.72
2020-06-22,Anolis carolinensis,12,10,disturbed,75.3,0.72
2020-06-22,Anaxyrus fowleri,4,9,disturbed,75.3,0.72
2020-06-22,Scincella lateralis,6,43,forest,75.3,0.72
2020-06-22,Anaxyrus fowleri,6,10,disturbed,75.3,0.72
2020-06-29,Plestiodon laticeps,18,46,forest,77.3,0.52
2020-06-29,Anolis carolinensis,9,11,disturbed,77.3,0.52
2020-06-29,Plestiodon fasciata,11,47,forest,77.3,0.52
2020-06-29,Scincella lateralis,4,11,disturbed,77.3,0.52
2020-06-29,Scincella lateralis,4,38,forest,77.3,0.52
2020-07-06,Anaxyrus fowleri,5,5,disturbed,70.1,0.588
2020-07-13,Scincella lateralis,5,3,disturbed,79.0,0.745
2020-07-13,Anolis carolinensis,6,18,stream,79.0,0.745
2020-07-13,Anolis carolinensis,7,2,disturbed,79.0,0.745
2020-07-20,Scincella lateralis,3,38,forest,80.3,0.316
2020-07-20,Plestiodon fasciata,9,38,forest,80.3,0.316
2020-07-27,Anolis carolinensis,21,27,grass,72.2,0.967
2020-07-27,Anolis carolinensis,9,3,disturbed,72.2,0.967
2020-07-27,Sceloporus undulatus,13,11,disturbed,72.2,0.967
2020-08-03,Agkistrodon piscivorus,111,19,stream,70.3,0.793
2020-08-03,Pantherophis spiloides,224,19,stream,70.3,0.793
2020-08-10,Scincella lateralis,5,3,disturbed,80.2,0.265
2020-08-17,Anolis carolinensis,11,1,disturbed,77.2,0.64
2020-08-17,Sceloporus undulatus,10,3,disturbed,77.2,0.64
2020-08-17,Sceloporus undulatus,11,11,disturbed,77.2,0.64
2020-08-17,Scincella lateralis,8,12,disturbed,77.2,0.64
2020-08-24,Scincella lateralis,7,6,disturbed,73.7,0.735
2020-08-24,Sceloporus undulatus,18,1,disturbed,73.7,0.735
2020-08-24,Plestiodon fasciata,11,38,forest,73.7,0.735
2020-08-24,Sceloporus undulatus,12,45,forest,73.7,0.735
2020-08-24,Plestiodon fasciata,11,43,forest,73.7,0.735
2020-08-24,Anolis carolinensis,7,8,disturbed,73.7,0.735
2020-08-24,Plestiodon fasciata,12,41,forest,73.7,0.735
2020-08-31,Scincella lateralis,5,2,disturbed,81.0,0.841
2020-08-31,Sceloporus undulatus,15,8,disturbed,81.0,0.841
2020-08-31,Scincella lateralis,4,44,forest,81.0,0.841
2020-09-07,Scincella lateralis,10,41,forest,65.6,0.852
2020-09-07,Sceloporus undulatus,18,5,disturbed,65.6,0.852
2020-09-07,Scincella lateralis,4,4,disturbed,65.6,0.852
2020-09-07,Anolis carolinensis,7,11,disturbed,65.6,0.852
2020-09-14,Plestiodon fasciata,11,37,forest,72.6,0.22
2020-09-14,Sceloporus undulatus,11,5,disturbed,72.6,0.22
2020-09-21,Sceloporus undulatus,11,3,disturbed,83.9,0.811
2020-09-21,Scincella lateralis,4,41,forest,83.9,0.811
2020-09-21,Anaxyrus fowleri,4,3,disturbed,83.9,0.811
2020-09-28,Sceloporus undulatus,18,8,disturbed,72.6,0.217
2020-10-05,Storeria occipitomaculata,22,4,disturbed,59.2,0.503
2020-10-05,Sceloporus undulatus,19,1,disturbed,59.2,0.503
2020-10-05,Scincella lateralis,4,48,forest,59.2,0.503
2020-10-05,Coluber constrictor,66,32,grass,59.2,0.503
2020-10-12,Anaxyrus fowleri,5,19,stream,68.6,0.391
2020-10-19,Sceloporus undulatus,16,5,disturbed,56.1,0.796
2020-10-19,Anolis carolinensis,15,44,forest,56.1,0.796
2020-10-26,Anaxyrus fowleri,9,10,disturbed,69.7,0.971
2020-10-26,Anolis carolinensis,14,2,disturbed,69.7,0.971
2020-10-26,Tantilla coronata,30,8,disturbed,69.7,0.971
2020-10-26,Anolis carolinensis,15,6,disturbed,69.7,0.971
2020-10-26,Tantilla coronata,27,37,forest,69.7,0.971
2020-11-09,Eurycea cirrigera,7,17,stream,44.5,0.903
2020-11-16,Scincella lateralis,7,47,forest,62.1,0.536
2020-11-16,Plethodon glutinosus,14,1,disturbed,62.1,0.536
2020-11-16,Eurycea cirrigera,9,22,stream,62.1,0.536
2020-11-16,Eurycea cirrigera,5,17,stream,62.1,0.536
2020-11-16,Scincella lateralis,10,14,stream,62.1,0.536
2020-11-16,Plestiodon fasciata,9,7,disturbed,62.1,0.536
2020-11-16,Plestiodon fasciata,14,43,forest,62.1,0.536
2020-11-16,Anolis carolinensis,8,4,disturbed,62.1,0.536
2020-11-23,Scincella lateralis,3,1,disturbed,63.6,0.501
2020-11-30,Scincella lateralis,6,17,stream,60.6,0.87
2020-11-30,Eurycea cirrigera,5,13,stream,60.6,0.87
2020-11-30,Anolis carolinensis,6,5,disturbed,60.6,0.87
2020-11-30,Anolis carolinensis,8,4,disturbed,60.6,0.87
2020-11-30,Scincella lateralis,5,4,disturbed,60.6,0.87
2020-11-30,Plestiodon laticeps,13,39,forest,60.6,0.87
2020-12-07,Eurycea cirrigera,9,23,stream,48.4,0.563
2020-12-14,Plethodon glutinosus,11,1,disturbed,50.9,0.919
2020-12-14,Scincella lateralis,10,42,forest,50.9,0.919
2020-12-14,Eurycea cirrigera,4,19,stream,50.9,0.919
2020-12-14,Eurycea cirrigera,4,14,stream,50.9,0.919
2020-12-21,Anolis carolinensis,9,11,disturbed,44.4,0.722
2020-12-21,Eurycea cirrigera,9,20,stream,44.4,0.722
2020-12-28,Plethodon glutinosus,18,39,forest,39.3,0.401
2011-01-06,Plethodon glutinosus,16,8,disturbed,55.5,0.461
2011-01-13,Eurycea cirrigera,7,13,stream,36.1,0.278
2011-01-20,Eurycea cirrigera,4,16,stream,53.9,0.86
2011-01-20,Eurycea cirrigera,5,17,stream,53.9,0.86
2011-01-27,Eurycea cirrigera,6,17,stream,41.4,0.266
2011-01-27,Plethodon glutinosus,11,15,stream,41.4,0.266
2011-02-03,Sceloporus undulatus,13,4,disturbed,39.5,0.407
2011-02-10,Plethodon glutinosus,18,10,disturbed,56.9,0.757
2011-02-10,Plestiodon fasciata,16,8,disturbed,56.9,0.757
2011-02-10,Eurycea cirrigera,5,18,stream,56.9,0.757
2011-02-17,Eurycea cirrigera,11,17,stream,38.7,0.972
2011-02-17,Sceloporus undulatus,12,8,disturbed,38.7,0.972
2011-02-24,Eurycea cirrigera,7,15,stream,48.4,0.871
2011-03-03,Plethodon glutinosus,12,12,disturbed,54.1,0.936
2011-03-10,Anolis carolinensis,19,8,disturbed,56.3,0.628
2011-03-10,Sceloporus undulatus,12,1,disturbed,56.3,0.628
2011-03-10,Plethodon glutinosus,19,2,disturbed,56.3,0.628
2011-03-10,Sceloporus undulatus,15,10,disturbed,56.3,0.628
2011-03-10,Eurycea cirrigera,5,15,stream,56.3,0.628
2011-03-17,Anaxyrus fowleri,6,23,stream,64.6,0.622
2011-03-17,Storeria occipitomaculata,20,6,disturbed,64.6,0.622
2011-03-17,Plestiodon fasciata,10,42,forest,64.6,0.622
2011-03-24,Eurycea cirrigera,7,13,stream,66.4,0.611
2011-03-24,Plestiodon fasciata,10,6,disturbed,66.4,0.611
2011-03-31,Eurycea cirrigera,11,16,stream,53.8,0.761
2011-04-07,Pantherophis spiloides,199,8,disturbed,61.0,0.988
2011-04-07,Sceloporus undulatus,15,4,disturbed,61.0,0.988
2011-04-07,Scincella lateralis,5,39,forest,61.0,0.988
2011-04-07,Anaxyrus fowleri,4,22,stream,61.0,0.988
2011-04-14,Anaxyrus fowleri,5,48,forest,73.3,0.567
2011-04-21,Sceloporus undulatus,13,8,disturbed,57.2,0.589
2011-04-21,Scincella lateralis,13,5,disturbed,57.2,0.589
2011-04-21,Scincella lateralis,11,7,disturbed,57.2,0.589
2011-04-28,Scincella lateralis,4,48,forest,55.7,0.764
2011-04-28,Scincella lateralis,4,47,forest,55.7,0.764
2011-04-28,Scincella lateralis,8,47,forest,55.7,0.764
2011-04-28,Anolis carolinensis,10,47,forest,55.7,0.764
2011-05-05,Pantherophis spiloides,83,41,forest,73.1,0.558
2011-05-05,Plestiodon fasciata,13,2,disturbed,73.1,0.558
2011-05-05,Pantherophis spiloides,82,5,disturbed,73.1,0.558
2011-05-12,Scincella lateralis,10,4,disturbed,81.0,0.901
2011-05-12,Scincella lateralis,10,31,grass,81.0,0.901
2011-05-12,Pantherophis spiloides,151,24,stream,81.0,0.901
2011-05-12,Anolis carolinensis,20,29,grass,81.0,0.901
2011-05-12,Sceloporus undulatus,10,10,disturbed,81.0,0.901
2011-05-19,Coluber constrictor,142,3,disturbed,75.7,0.863
2011-05-19,Anaxyrus fowleri,6,11,disturbed,75.7,0.863
2011-05-19,Plestiodon fasciata,8,41,forest,75.7,0.863
2011-05-19,Pantherophis spiloides,146,44,forest,75.7,0.863
2011-05-26,Scincella lateralis,7,30,grass,62.8,0.433
2011-05-26,Scincella lateralis,4,41,forest,62.8,0.433
2011-05-26,Anolis carolinensis,20,4,disturbed,62.8,0.433
2011-06-02,Pantherophis spiloides,223,16,stream,74.3,0.502
2011-06-02,Scincella lateralis,4,29,grass,74.3,0.502
2011-06-09,Anolis carolinensis,13,38,forest,69.2,0.443
2011-06-09,Coluber constrictor,138,26,grass,69.2,0.443
2011-06-16,Scincella lateralis,4,46,forest,76.0,0.649
2011-06-16,Scincella lateralis,4,41,forest,76.0,0.649
2011-06-23,Anaxyrus fowleri,9,11,disturbed,77.6,0.462
2011-06-23,Scincella lateralis,4,34,grass,77.6,0.462
2011-06-23,Coluber constrictor,105,42,forest,77.6,0.462
2011-07-07,Plestiodon laticeps,11,3,disturbed,83.6,0.5
2011-07-07,Pantherophis spiloides,86,47,forest,83.6,0.5
2011-07-07,Anolis carolinensis,14,2,disturbed,83.6,0.5
2011-07-07,Plestiodon fasciata,6,4,disturbed,83.6,0.5
2011-07-07,Scincella lateralis,4,43,forest,83.6,0.5
2011-07-14,Plestiodon fasciata,10,37,forest,85.4,0.595
2011-07-14,Plestiodon laticeps,18,48,forest,85.4,0.595
2011-07-21,Anolis carolinensis,10,19,stream,83.3,0.728
2011-07-21,Scincella lateralis,8,40,forest,83.3,0.728
2011-07-21,Sceloporus undulatus,11,12,disturbed,83.3,0.728
2011-07-21,Scincella lateralis,10,18,stream,83.3,0.728
2011-07-28,Scincella lateralis,10,41,forest,80.9,0.852
2011-07-28,Scincella lateralis,3,42,forest,80.9,0.852
2011-07-28,Coluber constrictor,123,28,grass,80.9,0.852
2011-07-28,Plestiodon fasciata,14,6,disturbed,80.9,0.852
2011-08-04,Anolis carolinensis,19,12,disturbed,79.5,0.447
2011-08-04,Scincella lateralis,9,41,forest,79.5,0.447
2011-08-11,Scincella lateralis,10,47,forest,73.8,0.654
2011-08-11,Anaxyrus fowleri,8,24,stream,73.8,0.654
2011-08-18,Sceloporus undulatus,14,11,disturbed,84.0,0.929
2011-08-18,Plestiodon laticeps,14,45,forest,84.0,0.929
2011-08-25,Scincella lateralis,12,43,forest,86.6,0.74
2011-08-25,Plestiodon laticeps,24,43,forest,86.6,0.74
2011-09-01,Storeria dekayi,38,9,disturbed,73.8,0.812
2011-09-01,Anolis carolinensis,15,1,disturbed,73.8,0.812
2011-09-01,Sceloporus undulatus,17,2,disturbed,73.8,0.812
2011-09-01,Storeria dekayi,19,12,disturbed,73.8,0.812
2011-09-01,Sceloporus undulatus,19,12,disturbed,73.8,0.812
2011-09-01,Plestiodon laticeps,14,39,forest,73.8,0.812
2011-09-01,Scincella lateralis,11,22,stream,73.8,0.812
2011-09-08,Anolis carolinensis,15,6,disturbed,83.8,0.935
2011-09-08,Scincella lateralis,7,8,disturbed,83.8,0.935
2011-09-08,Scincella lateralis,4,6,disturbed,83.8,0.935
2011-09-22,Sceloporus undulatus,18,6,disturbed,82.5,0.209
2011-09-22,Scincella lateralis,5,46,forest,82.5,0.209
2011-09-22,Anolis carolinensis,13,41,forest,82.5,0.209
2011-09-22,Scincella lateralis,9,6,disturbed,82.5,0.209
2011-09-29,Storeria dekayi,39,9,disturbed,65.6,0.348
2011-09-29,Storeria dekayi,23,4,disturbed,65.6,0.348
2011-09-29,Scincella lateralis,4,10,disturbed,65.6,0.348
2011-10-06,Plestiodon fasciata,8,3,disturbed,60.9,0.206
2011-10-06,Coluber constrictor,105,25,grass,60.9,0.206
2011-10-13,Anolis carolinensis,16,45,forest,56.8,0.665
2011-10-13,Anolis carolinensis,10,41,forest,56.8,0.665
2011-10-20,Scincella lateralis,7,40,forest,70.8,0.282
2011-10-20,Scincella lateralis,5,9,disturbed,70.8,0.282
2011-10-27,Eurycea cirrigera,7,22,stream,66.3,0.739
2011-10-27,Plethodon glutinosus,15,47,forest,66.3,0.739
2011-10-27,Plestiodon fasciata,17,41,forest,66.3,0.739
2011-10-27,Coluber constrictor,59,1,disturbed,66.3,0.739
2011-11-03,Plestiodon laticeps,11,2,disturbed,60.0,0.592
2011-11-03,Plestiodon laticeps,15,6,disturbed,60.0,0.592
2011-11-03,Eurycea cirrigera,6,37,forest,60.0,0.592
2011-11-03,Plestiodon laticeps,18,40,forest,60.0,0.592
2011-11-03,Scincella lateralis,4,47,forest,60.0,0.592
2011-11-10,Scincella lateralis,3,46,forest,62.8,0.507
2011-11-10,Anolis carolinensis,14,11,disturbed,62.8,0.507
2011-11-10,Anolis carolinensis,14,44,forest,62.8,0.507
2011-11-10,Anolis carolinensis,16,7,disturbed,62.8,0.507
2011-11-10,Plethodon glutinosus,19,47,forest,62.8,0.507
2011-11-17,Eurycea cirrigera,6,24,stream,51.2,0.649
2011-11-17,Anolis carolinensis,7,5,disturbed,51.2,0.649
2011-11-17,Sceloporus undulatus,16,3,disturbed,51.2,0.649
2011-11-17,Anolis carolinensis,10,11,disturbed,51.2,0.649
2011-11-24,Plestiodon laticeps,19,41,forest,57.3,0.764
2011-11-24,Plethodon glutinosus,16,7,disturbed,57.3,0.764
2011-11-24,Scincella lateralis,4,6,disturbed,57.3,0.764
2011-12-01,Scincella lateralis,5,43,forest,49.7,0.259
2011-12-08,Anolis carolinensis,7,4,disturbed,39.9,0.503
2011-12-08,Eurycea cirrigera,8,42,forest,39.9,0.503
2011-12-08,Anolis carolinensis,12,10,disturbed,39.9,0.503
2011-12-08,Plethodon glutinosus,14,41,forest,39.9,0.503
2011-12-15,Anolis carolinensis,10,11,disturbed,55.0,0.539
2011-12-15,Eurycea cirrigera,11,18,stream,55.0,0.539
2011-12-15,Eurycea cirrigera,6,19,stream,55.0,0.539
2011-12-15,Eurycea cirrigera,7,18,stream,55.0,0.539
2011-12-15,Scincella lateralis,6,48,forest,55.0,0.539
2011-12-22,Anolis carolinensis,7,8,disturbed,45.2,0.483
2011-12-22,Eurycea cirrigera,6,21,stream,45.2,0.483
2011-12-22,Anolis carolinensis,19,42,forest,45.2,0.483
2011-12-29,Plethodon glutinosus,16,2,disturbed,43.5,0.219
2012-01-05,Plethodon glutinosus,15,46,forest,52.1,0.351
2012-01-12,Plethodon glutinosus,16,10,disturbed,45.4,0.47
2012-01-12,Eurycea cirrigera,5,18,stream,45.4,0.47
2012-01-19,Eurycea cirrigera,9,15,stream,52.7,0.499
2012-01-19,Plethodon glutinosus,15,7,disturbed,52.7,0.499
2012-01-19,Plethodon glutinosus,18,5,disturbed,52.7,0.499
2012-01-19,Plethodon glutinosus,20,9,disturbed,52.7,0.499
2012-01-26,Plethodon glutinosus,18,15,stream,52.0,0.398
2012-01-26,Eurycea cirrigera,10,17,stream,52.0,0.398
2012-02-02,Plethodon glutinosus,18,15,stream,54.3,0.429
2012-02-02,Plethodon glutinosus,13,47,forest,54.3,0.429
2012-02-02,Plethodon glutinosus,12,3,disturbed,54.3,0.429
2012-02-02,Eurycea cirrigera,8,18,stream,54.3,0.429
2012-02-02,Eurycea cirrigera,7,16,stream,54.3,0.429
